date,airTemperature,cloudCover,currentDirection,currentSpeed,gust,humidity,precipitation,pressure,seaLevel,swellDirection,swellHeight,swellPeriod,visibility,waterTemperature,waveDirection,waveHeight,wavePeriod,windDirection,windSpeed
2021-10-16T08:00:00+00:00,13.4,73.4,173.19,0.13,9.96,57.6,0.16,1020.98,-0.23,233.07,2.73,10.56,23.59,15.3,240.45,3.15,9.39,274.31,10.58
2021-10-17T08:00:00+00:00,15.97,16.47,122.28,0.28,5.15,51.27,0.05,1026.07,-0.31,232.23,3.35,11.94,24.13,15.53,232.23,3.35,11.94,213.94,2.56
2021-10-18T08:00:00+00:00,16.54,0.0,111.2,0.54,5.76,46.6,0.0,1026.62,-0.44,226.97,2.15,11.06,24.14,16.46,226.61,2.16,11.0,124.26,6.02
2021-10-19T08:00:00+00:00,18.01,0.0,109.63,0.57,3.02,43.03,0.0,1020.08,-0.43,202.35,1.64,9.35,24.14,16.45,190.15,1.8,8.45,130.2,6.58
2021-10-20T08:00:00+00:00,22.18,42.13,106.5,0.51,2.22,38.6,0.0,1012.59,-0.43,183.4,1.8,9.69,24.13,16.23,182.74,1.82,9.6,138.37,4.81
2021-10-21T08:00:00+00:00,23.01,90.6,109.28,0.37,8.99,35.7,0.0,1009.63,-0.32,229.01,1.62,11.37,24.13,16.36,230.48,1.64,11.2,349.81,5.14
2021-10-22T08:00:00+00:00,17.14,99.97,280.21,0.34,13.14,71.5,0.03,1008.48,-0.06,243.17,1.1,12.27,24.14,17.08,304.78,1.96,7.29,336.15,12.01
2021-10-23T08:00:00+00:00,16.58,28.87,108.43,0.03,8.86,56.67,0.12,1014.99,-0.09,253.94,2.5,9.07,24.13,16.79,254.02,2.59,8.76,258.85,7.49
2021-10-24T08:00:00+00:00,17.03,0.13,64.1,0.15,5.71,47.37,0.0,1026.13,-0.14,230.11,3.27,12.49,24.13,16.48,230.11,3.27,12.49,136.25,2.98
2021-10-25T08:00:00+00:00,17.97,0.0,60.6,0.14,3.92,51.03,0.0,1021.29,-0.17,226.76,2.46,12.08,24.13,17.1,221.15,2.58,11.39,136.31,7.44
2021-10-26T08:00:00+00:00,20.04,100.0,97.91,0.3,3.19,55.3,0.0,1016.15,-0.23,199.94,1.96,10.01,24.14,16.97,198.58,1.98,9.87,132.24,5.12
2021-10-27T08:00:00+00:00,21.51,99.0,32.5,0.15,1.4,56.07,0.0,1011.71,-0.17,171.44,1.6,9.33,24.13,16.49,171.44,1.6,9.33,133.23,2.4
2021-10-28T08:00:00+00:00,21.69,13.23,321.61,0.1,8.14,50.57,0.03,1012.94,-0.12,208.48,1.05,9.7,22.02,16.29,217.69,1.1,9.07,322.23,5.06
2021-10-29T08:00:00+00:00,17.98,39.93,304.24,0.14,6.24,71.67,0.02,1013.53,-0.06,239.27,0.97,12.38,24.12,16.27,262.69,1.13,9.97,324.48,6.53
2021-10-30T08:00:00+00:00,19.48,3.57,297.8,0.31,4.96,58.87,0.0,1016.67,-0.04,234.46,1.66,12.92,24.14,16.11,234.33,1.66,12.89,159.4,3.85
2021-10-31T08:00:00+00:00,21.62,99.9,337.69,0.04,1.96,57.13,0.0,1011.21,-0.09,232.02,1.58,11.68,15.08,16.05,231.87,1.58,11.65,150.27,3.19
2021-11-01T08:00:00+00:00,15.93,97.77,38.66,0.04,12.32,79.07,4.39,1009.01,-0.11,248.68,2.3,12.4,9.54,16.26,248.5,2.57,11.08,252.63,10.86
2021-11-02T08:00:00+00:00,17.43,47.8,296.84,0.09,3.98,45.57,0.01,1017.65,-0.16,237.74,1.99,10.43,24.14,16.31,237.97,1.99,10.4,326.92,5.8
2021-11-03T08:00:00+00:00,17.53,50.47,109.44,0.02,8.22,55.77,0.0,1017.2,-0.2,246.14,2.37,11.95,24.13,16.02,251.28,2.49,11.2,334.53,9.41
2021-11-04T08:00:00+00:00,18.35,80.63,106.32,0.29,6.8,63.33,0.01,1017.67,-0.28,242.66,3.0,13.03,24.14,15.92,244.1,3.05,12.79,325.16,8.11
2021-11-05T08:00:00+00:00,17.75,100.0,94.53,0.27,2.98,56.9,0.0,1018.02,-0.29,240.7,2.7,12.31,24.13,16.18,240.69,2.7,12.31,240.7,4.24
2021-11-06T08:00:00+00:00,17.76,50.47,108.43,0.28,3.42,45.63,0.0,1018.78,-0.25,237.33,2.88,13.16,24.14,16.45,237.33,2.88,13.16,186.91,1.91
2021-11-07T08:00:00+00:00,17.04,99.43,103.92,0.6,5.65,55.37,0.0,1016.32,-0.35,233.85,1.88,11.51,24.14,15.82,232.39,1.9,11.27,153.75,5.91
2021-11-08T08:00:00+00:00,17.01,75.8,99.29,0.39,6.06,55.9,0.01,1017.22,-0.35,228.42,1.52,9.99,24.14,15.93,227.69,1.54,9.84,184.02,4.74
2021-11-09T08:00:00+00:00,19.44,16.17,97.19,0.22,0.87,42.9,0.0,1021.08,-0.3,229.45,1.91,10.73,24.14,16.19,229.45,1.91,10.73,315.32,1.06
2021-11-10T08:00:00+00:00,20.17,4.03,106.61,0.25,2.54,51.3,0.0,1019.82,-0.24,230.29,2.22,12.25,24.14,16.5,230.29,2.22,12.25,285.55,2.44
2021-11-11T08:00:00+00:00,20.34,11.5,115.51,0.05,4.28,62.07,0.0,1016.78,-0.22,236.03,2.1,11.99,24.13,17.54,234.85,2.13,11.79,155.04,6.22
2021-11-12T08:00:00+00:00,19.71,13.13,16.93,0.02,7.22,65.33,0.0,1016.43,-0.15,230.77,1.5,10.35,24.14,17.44,229.21,1.52,10.1,174.23,5.18
2021-11-13T08:00:00+00:00,20.03,90.23,109.65,0.06,4.91,63.6,0.0,1016.81,-0.15,230.48,1.16,8.29,24.14,18.11,230.48,1.16,8.29,237.82,1.47
2021-11-14T08:00:00+00:00,21.86,90.37,100.0,0.32,3.63,50.03,0.0,1017.34,-0.18,222.45,1.21,8.24,24.13,17.85,220.16,1.23,8.02,141.11,4.33
2021-11-15T08:00:00+00:00,21.78,86.53,118.41,0.18,4.69,55.9,0.0,1015.65,-0.2,225.42,0.82,8.03,24.13,18.35,225.29,0.82,7.96,209.15,3.48
2021-11-16T08:00:00+00:00,19.69,100.0,112.77,0.21,4.41,58.53,0.0,1015.21,-0.24,234.73,1.32,8.9,24.14,18.33,232.8,1.34,8.63,171.68,5.16
2021-11-17T08:00:00+00:00,18.84,46.63,117.33,0.3,5.51,52.73,0.36,1009.52,-0.24,229.92,1.24,8.66,21.51,18.05,230.49,1.25,8.57,282.99,4.27
2021-11-18T08:00:00+00:00,17.61,0.0,108.1,0.49,7.39,46.57,0.0,1021.25,-0.31,209.13,1.55,9.54,24.14,17.56,207.86,1.58,9.37,148.13,5.18
2021-11-19T08:00:00+00:00,18.75,0.0,110.06,0.47,7.96,51.1,0.0,1020.13,-0.32,218.01,1.71,9.71,24.13,16.42,212.31,1.81,9.06,145.75,7.14
2021-11-20T08:00:00+00:00,20.25,69.63,112.3,0.41,4.27,50.8,0.0,1015.14,-0.34,223.74,2.07,12.57,24.14,17.37,190.99,2.69,9.51,135.04,11.54
2021-11-21T08:00:00+00:00,21.27,2.7,105.18,0.45,4.87,55.13,0.0,1009.63,-0.35,227.91,1.68,12.78,24.13,16.05,170.33,2.58,8.72,133.81,11.9
2021-11-22T08:00:00+00:00,19.71,41.27,262.78,0.15,12.67,71.97,0.01,1014.98,-0.21,228.11,1.15,11.62,24.13,17.01,160.61,2.32,7.15,144.01,12.37
2021-11-23T08:00:00+00:00,20.51,41.6,89.38,0.09,6.85,54.27,0.0,1018.63,-0.24,226.65,0.99,11.19,24.14,16.47,181.42,1.44,7.48,147.45,9.14
2021-11-24T08:00:00+00:00,20.69,4.03,314.19,0.1,9.4,50.33,0.0,1017.44,-0.13,236.7,0.98,11.3,24.13,16.92,175.89,1.58,7.05,148.44,10.18
2021-11-25T08:00:00+00:00,22.13,0.73,89.02,0.29,4.33,43.93,0.0,1013.62,-0.17,230.74,0.84,12.63,24.14,16.59,131.49,2.2,6.6,119.56,11.8
2021-11-26T08:00:00+00:00,20.49,70.97,101.38,0.51,2.14,56.87,0.23,1009.53,-0.31,141.0,1.87,8.95,23.29,15.79,140.89,1.88,8.88,128.67,4.65
2021-11-27T08:00:00+00:00,19.7,11.83,109.45,0.69,10.75,60.63,0.04,1007.82,-0.42,177.25,0.98,10.96,24.14,16.15,319.02,1.48,7.12,341.74,9.89
2021-11-28T08:00:00+00:00,20.25,83.03,115.51,0.1,3.04,76.2,0.38,1011.47,-0.2,244.85,1.22,11.35,12.55,16.12,246.64,1.24,11.11,321.66,4.04
2021-11-29T08:00:00+00:00,20.2,90.3,125.66,0.22,5.27,55.93,0.0,1014.0,-0.24,226.26,1.14,9.55,24.13,16.81,227.23,1.15,9.41,328.02,4.84
2021-11-30T08:00:00+00:00,20.32,37.4,87.81,0.18,1.83,58.8,0.04,1017.03,-0.2,238.23,1.52,9.3,23.4,16.26,238.23,1.52,9.3,272.57,1.61
2021-12-01T08:00:00+00:00,20.16,5.67,99.69,0.41,2.58,55.4,0.0,1014.36,-0.33,227.71,1.96,10.65,24.14,16.75,227.68,1.96,10.65,171.6,1.72
2021-12-02T08:00:00+00:00,16.92,85.53,92.92,0.22,7.28,56.83,0.03,1019.51,-0.26,209.79,1.77,9.27,24.13,16.55,203.29,1.94,8.39,166.68,7.87
2021-12-03T08:00:00+00:00,19.06,100.0,280.81,0.34,2.17,51.03,0.0,1015.34,-0.14,180.78,1.43,9.19,24.14,16.72,172.28,1.59,8.16,141.38,7.24
2021-12-04T08:00:00+00:00,19.28,100.0,101.17,0.49,6.11,61.93,0.0,1012.23,-0.36,229.51,1.93,13.5,24.14,16.87,191.0,2.65,9.54,140.88,12.64
2021-12-05T08:00:00+00:00,19.39,90.8,134.01,0.08,3.16,75.77,0.03,1013.12,-0.18,198.16,2.31,10.57,24.14,16.79,190.49,2.46,9.85,137.44,7.94
2021-12-06T08:00:00+00:00,17.85,85.57,103.21,0.3,5.73,69.2,0.0,1017.44,-0.29,219.56,1.81,10.6,24.14,16.33,219.33,1.81,10.55,182.65,4.37
2021-12-07T08:00:00+00:00,19.26,2.13,107.72,0.53,7.24,57.57,0.0,1019.13,-0.37,225.89,1.43,10.63,24.13,16.56,217.59,1.55,9.62,151.93,7.05
2021-12-08T08:00:00+00:00,21.54,0.0,96.05,0.35,5.23,54.83,0.0,1017.24,-0.25,230.9,1.52,11.95,24.13,16.77,185.36,2.2,8.3,142.19,11.08
2021-12-09T08:00:00+00:00,21.18,3.67,105.59,0.48,6.04,67.13,0.0,1013.52,-0.29,226.74,1.37,11.26,24.13,16.78,204.33,1.68,8.9,156.25,8.47
2021-12-10T08:00:00+00:00,22.86,47.43,108.58,0.25,2.45,59.57,0.0,1010.22,-0.24,221.14,1.56,11.1,19.94,16.88,221.14,1.56,11.1,163.86,1.85
2021-12-11T08:00:00+00:00,19.83,76.2,125.4,0.24,6.86,57.67,0.0,1011.06,-0.3,237.34,1.2,9.81,24.14,15.74,256.11,1.42,8.06,326.93,8.54
2021-12-12T08:00:00+00:00,19.64,100.0,120.81,0.25,2.06,62.2,0.0,1013.77,-0.27,237.0,2.87,13.61,24.14,16.74,237.0,2.87,13.61,328.03,2.36
2021-12-13T08:00:00+00:00,20.59,32.27,113.51,0.49,6.35,70.17,0.0,1013.55,-0.34,234.42,2.34,11.73,22.89,16.2,233.77,2.35,11.63,162.39,5.41
2021-12-14T08:00:00+00:00,19.28,100.0,196.06,0.07,5.06,69.17,0.0,1014.45,-0.22,230.9,1.51,10.41,24.14,16.81,223.76,1.61,9.51,168.23,6.69
2021-12-15T08:00:00+00:00,19.6,75.5,114.1,0.42,4.71,50.6,0.07,1012.82,-0.31,232.16,1.84,11.17,24.14,16.48,232.48,1.85,11.04,261.37,4.61
2021-12-16T08:00:00+00:00,17.47,0.83,107.7,0.62,11.08,48.13,0.0,1021.03,-0.4,220.8,2.18,10.73,24.13,16.36,201.59,2.57,9.16,135.06,10.47
2021-12-17T08:00:00+00:00,20.48,0.07,104.1,0.42,3.05,41.53,0.0,1019.5,-0.35,197.05,1.38,10.39,24.13,16.59,142.87,2.38,7.32,118.03,11.31
2021-12-18T08:00:00+00:00,23.31,80.47,108.43,0.16,2.29,39.03,0.0,1011.45,-0.3,139.72,1.53,7.81,24.13,16.29,139.73,1.54,7.76,137.74,4.35
2021-12-19T08:00:00+00:00,23.38,71.0,108.5,0.55,1.44,53.83,0.0,1013.18,-0.4,160.07,0.94,8.1,24.14,16.97,160.07,0.94,8.1,205.16,2.29
2021-12-20T08:00:00+00:00,25.36,31.4,109.65,0.45,2.54,49.07,0.0,1012.31,-0.32,168.6,1.45,8.42,24.14,17.42,168.42,1.45,8.39,133.53,3.14
2021-12-21T08:00:00+00:00,26.68,1.0,106.58,0.45,2.56,46.13,0.0,1011.46,-0.38,184.27,1.18,9.17,22.04,15.96,184.27,1.18,9.17,116.22,1.82
2021-12-22T08:00:00+00:00,22.4,72.03,118.38,0.25,3.45,68.7,0.04,1011.22,-0.32,203.79,1.24,9.47,19.86,15.86,203.75,1.24,9.47,139.16,2.4
2021-12-23T08:00:00+00:00,21.42,98.93,106.61,0.44,5.4,63.57,0.0,1011.83,-0.36,221.17,1.28,10.73,24.14,15.98,165.92,2.15,7.33,134.45,11.47
2021-12-24T08:00:00+00:00,21.53,17.77,113.09,0.21,3.14,58.97,0.0,1011.62,-0.32,184.01,1.54,9.54,24.13,15.88,175.89,1.67,8.66,135.0,6.79
2021-12-25T08:00:00+00:00,22.62,57.8,140.25,0.12,2.38,56.37,0.0,1011.02,-0.28,173.77,1.51,8.72,24.14,16.25,167.7,1.63,7.96,138.71,6.71
2021-12-26T08:00:00+00:00,23.53,6.67,102.11,0.28,1.18,61.17,0.0,1010.97,-0.29,175.23,1.35,8.4,11.57,16.04,175.23,1.35,8.4,139.36,2.48
2021-12-27T08:00:00+00:00,18.1,100.0,354.38,0.06,3.85,83.8,0.12,1010.07,-0.23,212.18,0.94,9.83,17.55,16.12,212.24,0.95,9.81,335.59,3.25
2021-12-28T08:00:00+00:00,20.03,74.33,95.06,0.11,1.95,62.77,0.03,1013.79,-0.25,231.47,1.2,8.9,20.88,16.38,231.47,1.2,8.9,223.43,1.5
2021-12-29T08:00:00+00:00,19.23,4.63,100.45,0.21,4.38,51.97,0.02,1015.52,-0.27,235.1,1.46,9.87,24.13,16.92,235.11,1.46,9.86,291.28,3.52
2021-12-30T08:00:00+00:00,19.4,48.2,103.67,0.34,4.24,57.77,0.01,1017.41,-0.29,231.49,2.26,10.55,24.14,16.51,231.49,2.26,10.55,207.78,1.45
2021-12-31T08:00:00+00:00,22.0,42.8,109.71,0.3,3.03,45.2,0.0,1012.86,-0.29,221.15,1.7,9.58,24.13,16.49,221.15,1.7,9.58,330.44,1.09
2022-01-01T08:00:00+00:00,17.08,99.73,104.28,0.51,3.08,72.83,0.11,1017.83,-0.38,238.95,1.49,8.83,24.05,16.51,241.11,1.52,8.63,287.1,4.62
2022-01-02T08:00:00+00:00,20.32,9.13,106.27,0.24,2.62,50.47,0.0,1017.51,-0.27,241.06,2.58,11.82,24.14,17.08,241.06,2.58,11.82,265.31,1.78
2022-01-03T08:00:00+00:00,19.34,100.0,100.99,0.57,5.01,63.27,0.0,1013.67,-0.36,238.36,2.8,13.35,24.14,17.5,238.17,2.81,13.31,163.61,6.07
2022-01-04T08:00:00+00:00,20.3,90.8,102.02,0.61,2.57,60.8,0.0,1012.32,-0.35,235.68,1.92,11.45,24.13,18.41,235.68,1.92,11.45,168.99,2.32
2022-01-05T08:00:00+00:00,21.82,3.47,111.41,0.3,2.74,57.9,0.0,1016.01,-0.27,236.87,1.58,9.34,24.13,17.45,236.87,1.58,9.34,283.14,2.17
2022-01-06T08:00:00+00:00,22.41,1.63,143.43,0.12,1.5,54.43,0.0,1013.94,-0.23,214.62,1.64,9.22,24.13,18.06,214.53,1.64,9.21,141.84,3.52
2022-01-07T08:00:00+00:00,24.75,7.23,127.41,0.17,2.89,54.3,0.0,1013.61,-0.2,193.01,1.2,9.11,24.13,18.48,156.13,1.78,6.84,131.88,9.13
2022-01-08T08:00:00+00:00,26.66,0.73,115.32,0.18,1.98,53.03,0.0,1010.76,-0.18,185.22,1.63,10.18,24.13,18.08,185.22,1.63,10.18,134.72,2.46
2022-01-09T08:00:00+00:00,24.77,6.47,107.61,0.2,4.45,62.6,0.0,1009.01,-0.27,227.09,1.4,11.44,18.33,16.81,236.47,1.5,10.53,332.89,6.13
2022-01-10T08:00:00+00:00,21.66,22.5,90.0,0.02,8.48,65.9,0.01,1008.81,-0.15,238.91,1.34,12.63,22.02,17.92,246.58,1.42,11.5,342.98,6.89
2022-01-11T08:00:00+00:00,22.19,54.23,79.02,0.07,3.06,63.67,0.07,1014.55,-0.18,243.59,1.33,9.18,23.42,17.51,243.98,1.34,9.11,289.85,4.1
2022-01-12T08:00:00+00:00,21.63,50.83,96.89,0.4,3.22,56.03,0.0,1014.28,-0.27,222.34,1.57,9.35,24.13,17.61,203.95,1.79,8.16,142.06,7.57
2022-01-13T08:00:00+00:00,24.08,9.0,95.34,0.21,3.65,57.2,0.0,1012.78,-0.2,182.69,1.28,8.36,24.14,18.51,163.59,1.55,7.0,136.72,7.65
2022-01-14T08:00:00+00:00,28.2,0.93,94.6,0.15,2.47,49.27,0.0,1010.29,-0.25,200.87,1.72,10.43,20.62,16.74,200.87,1.72,10.43,154.37,0.91
2022-01-15T08:00:00+00:00,23.82,88.83,84.24,0.12,6.91,60.03,0.0,1009.57,-0.17,237.48,1.52,10.98,22.01,18.37,237.6,1.53,10.96,352.36,3.72
2022-01-16T08:00:00+00:00,22.38,8.6,93.75,0.18,4.72,67.03,0.0,1011.94,-0.18,240.04,1.1,10.96,18.35,17.74,241.45,1.11,10.72,326.87,4.39
2022-01-17T08:00:00+00:00,22.85,3.37,101.04,0.5,3.66,60.67,0.0,1015.48,-0.24,245.78,1.47,12.45,24.14,18.08,245.77,1.47,12.45,175.18,2.48
2022-01-18T08:00:00+00:00,22.2,46.27,94.92,0.19,10.19,73.8,0.05,1012.57,-0.22,245.25,1.58,11.66,22.02,18.96,251.26,1.7,10.67,320.4,7.86
2022-01-19T08:00:00+00:00,20.49,1.7,89.34,0.35,3.66,49.1,0.0,1018.57,-0.24,252.39,5.28,15.65,24.13,18.83,252.39,5.28,15.65,160.25,2.88
2022-01-20T08:00:00+00:00,23.45,4.73,98.8,0.34,2.24,50.3,0.0,1014.44,-0.26,245.11,2.94,13.19,24.14,19.5,245.11,2.94,13.19,208.88,2.08
2022-01-21T08:00:00+00:00,22.84,0.0,,,3.72,50.63,0.0,1017.13,,243.96,4.39,17.15,24.14,28.14,242.92,4.43,16.91,137.88,8.09
2022-01-22T08:00:00+00:00,28.09,4.47,,,1.44,44.8,0.0,1015.54,,233.48,2.83,12.96,24.14,33.69,233.48,2.83,12.96,129.27,1.87
2022-01-23T08:00:00+00:00,29.62,16.2,,,2.51,45.67,0.01,1014.47,,234.96,1.5,11.07,17.27,35.46,234.96,1.5,11.07,254.31,1.74
2022-01-24T08:00:00+00:00,23.31,30.93,,,5.07,67.93,0.0,1016.65,,237.97,1.82,11.61,24.14,29.38,237.9,1.82,11.6,175.41,3.44
2022-01-25T08:00:00+00:00,21.31,26.9,,,7.5,71.43,0.0,1016.4,,238.49,1.57,11.63,24.14,26.0,201.41,2.14,8.5,147.16,10.82
2022-01-26T08:00:00+00:00,19.51,82.4,,,9.05,77.53,0.0,1015.1,,239.14,1.37,11.61,24.13,21.49,189.73,2.08,7.83,150.55,11.08
2022-01-27T08:00:00+00:00,20.69,1.7,,,4.64,68.53,0.0,1012.43,,218.72,1.22,9.07,24.14,26.31,209.15,1.32,8.24,155.44,6.25
2022-01-28T08:00:00+00:00,20.02,37.97,,,5.76,73.77,0.01,1015.41,,225.9,1.24,8.11,24.14,21.87,225.72,1.24,8.09,174.16,2.82
2022-01-29T08:00:00+00:00,21.74,0.0,,,2.98,49.2,0.0,1014.63,,225.8,2.51,11.83,24.13,27.12,221.9,2.59,11.37,139.7,6.79
2022-01-30T08:00:00+00:00,23.04,10.43,,,5.59,55.8,0.0,1010.39,,203.66,1.43,9.94,24.14,27.58,174.05,1.87,7.76,142.43,8.72
2022-01-31T08:00:00+00:00,25.26,67.73,60.95,0.14,3.34,58.13,0.0,1009.64,-0.34,202.43,1.52,9.43,24.13,17.94,191.0,1.65,8.51,141.95,6.88
2022-02-01T08:00:00+00:00,28.32,1.37,293.72,0.18,2.42,43.17,0.0,1007.63,-0.28,228.16,1.38,10.13,14.55,18.82,228.16,1.38,10.13,274.37,0.72
2022-02-02T08:00:00+00:00,21.39,96.8,283.36,0.21,8.92,76.37,0.03,1007.83,-0.22,242.25,1.28,11.65,24.14,17.85,262.87,1.5,9.52,342.2,7.91
2022-02-03T08:00:00+00:00,18.41,98.8,228.78,0.17,3.77,81.33,0.29,1014.16,-0.2,235.74,1.76,9.54,19.6,15.2,235.74,1.76,9.54,258.5,2.55
2022-02-04T08:00:00+00:00,18.93,66.17,160.38,0.16,8.45,52.4,0.0,1020.92,-0.24,236.38,2.97,12.19,24.13,16.52,235.24,3.0,12.02,143.61,8.19
2022-02-05T08:00:00+00:00,21.59,4.57,61.73,0.16,3.17,49.03,0.0,1015.83,-0.33,200.04,2.19,10.15,24.13,15.94,198.05,2.22,9.97,124.85,5.86
2022-02-06T08:00:00+00:00,26.76,100.0,353.66,0.04,5.5,35.8,0.0,1012.11,-0.29,195.64,1.3,9.61,24.14,16.0,195.64,1.3,9.61,302.81,1.93
2022-02-07T08:00:00+00:00,22.42,35.97,225.0,0.01,1.92,69.3,0.0,1014.77,-0.26,208.04,0.94,10.23,9.42,16.28,208.04,0.94,10.23,113.91,1.02
2022-02-08T08:00:00+00:00,22.76,42.67,111.39,0.08,2.68,69.37,0.0,1012.53,-0.26,212.67,0.85,10.7,10.09,16.24,212.67,0.85,10.7,158.19,1.64
2022-02-09T08:00:00+00:00,22.32,5.37,127.74,0.09,2.91,63.07,0.0,1012.6,-0.26,230.2,1.37,9.74,18.5,16.55,230.21,1.37,9.74,325.41,3.31
2022-02-10T08:00:00+00:00,21.16,33.8,150.53,0.15,1.99,67.23,0.0,1013.89,-0.24,234.18,2.46,12.83,24.13,17.55,234.18,2.46,12.83,233.58,1.76
2022-02-11T08:00:00+00:00,21.75,0.0,222.54,0.21,3.62,61.07,0.0,1014.3,-0.23,234.85,2.51,12.0,24.14,19.78,234.85,2.51,12.0,226.16,1.21
2022-02-12T08:00:00+00:00,25.02,73.43,225.33,0.22,2.15,55.33,0.0,1011.27,-0.21,226.91,2.07,11.42,14.82,19.09,226.61,2.07,11.37,154.72,4.16
2022-02-13T08:00:00+00:00,22.73,4.17,95.34,0.07,8.11,64.53,0.0,1014.33,-0.29,231.44,1.59,11.08,24.13,17.77,230.69,1.6,10.94,170.88,4.6
2022-02-14T08:00:00+00:00,24.59,0.0,195.99,0.1,3.21,56.3,0.0,1012.14,-0.24,172.95,1.59,7.97,24.14,19.69,165.2,1.74,7.42,131.04,6.18
2022-02-15T08:00:00+00:00,26.21,32.97,53.99,0.13,5.28,48.73,0.0,1010.61,-0.34,194.35,1.08,8.94,18.31,17.28,194.35,1.08,8.94,302.54,1.94
2022-02-16T08:00:00+00:00,19.87,77.03,236.02,0.2,8.4,72.63,0.04,1020.03,-0.21,206.23,1.14,7.26,23.65,19.37,200.17,1.23,6.73,160.39,5.9
2022-02-17T08:00:00+00:00,20.95,0.0,72.35,0.08,4.85,48.27,0.0,1015.53,-0.3,211.14,1.38,11.42,24.13,17.31,176.08,1.85,8.4,136.07,9.3
2022-02-18T08:00:00+00:00,22.28,0.0,60.82,0.25,2.45,55.47,0.0,1010.68,-0.37,206.74,2.08,11.65,24.14,16.88,204.81,2.11,11.42,136.38,5.24
2022-02-19T08:00:00+00:00,22.05,87.07,57.65,0.2,5.07,59.0,0.0,1010.19,-0.34,224.94,1.81,11.99,22.01,17.41,224.96,1.81,11.99,293.9,4.0
2022-02-20T08:00:00+00:00,21.59,24.0,30.68,0.04,1.46,54.87,0.0,1014.89,-0.3,225.28,1.39,10.48,24.13,16.73,225.28,1.39,10.48,308.53,1.98
2022-02-21T08:00:00+00:00,22.2,29.43,78.57,0.06,1.43,53.23,0.0,1015.43,-0.29,229.08,1.54,10.72,24.14,14.92,229.08,1.54,10.72,315.7,2.54
